Sesotho (st)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
e phunyeletsoeng	0	1	1	0	0	1	0	0	0	0
cracker	0	0	0	0	0	0	0	0	0	0
ho senya	0	1	0	0	0	0	0	0	0	0
ho qhoqha	0	0	0	0	0	0	0	0	0	0
tsoalo	1	0	0	1	0	0	1	0	0	1
mesebetsi ea matsoho	1	0	0	0	0	0	0	0	0	0
setsebi sa mesebetsi ea matsoho	1	0	0	0	0	0	0	0	0	0
bolotsana	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
e kentse	0	0	0	0	0	0	0	0	0	0
khalase	0	1	0	1	0	0	0	0	0	0
e patisane	0	1	0	0	0	0	0	0	0	0
khalase	0	0	0	0	0	0	0	0	0	0
khanya	0	0	0	0	0	0	0	0	0	0
sekontiri	0	1	0	0	0	0	0	0	0	0
cranky	0	1	1	0	0	0	0	0	0	0
khaba	0	1	0	0	1	0	0	0	0	0
ho phunya	0	0	0	1	0	0	0	0	0	0
ho oa	0	1	0	0	0	1	0	1	1	0
khalase	0	0	0	0	0	0	0	0	0	0
motlakase	0	0	0	0	0	0	0	0	0	0
lakatsa	0	0	0	1	0	0	0	0	0	0
takatso	0	0	0	1	0	0	0	0	0	0
crawfish	0	0	0	0	0	0	0	0	0	0
khaba	0	1	0	0	1	0	0	0	0	0
crayone	0	0	0	0	0	0	0	0	0	0
khaotsa	0	0	0	0	0	0	0	0	0	0
e tsositse	0	1	1	0	0	1	0	0	0	0
ea hlanya	0	1	1	0	0	1	0	1	0	0
creaking	0	1	0	0	0	0	0	0	0	0
tranelate	1	0	0	1	0	0	1	0	1	0
e monate	0	0	0	0	0	0	0	0	0	0
e monate	0	0	0	0	0	0	0	0	0	0
ho fola	0	0	0	0	0	0	0	0	0	0
b?pa	1	0	0	0	0	0	1	0	0	0
p?po	0	0	0	0	0	0	0	0	0	0
ho b?pa	1	0	0	0	0	0	0	0	0	0
moetsi	0	0	0	0	0	0	0	0	0	0
seb?puoa	0	1	0	0	1	1	0	0	0	0
ho lumela	1	0	0	0	0	0	0	0	0	1
bopaki	1	0	0	0	0	0	0	0	0	1
lit?oaneleho	0	0	0	0	0	0	0	0	0	0
ho t?epahala	1	0	0	0	0	0	0	0	0	1
hoa t?epahala	1	0	0	0	0	0	0	0	0	1
mokitlane	1	0	0	0	0	0	0	0	0	1
NO TRANSLATION	1	0	0	0	0	0	0	0	0	1
nete	1	0	0	0	0	0	0	0	0	0
ho rekisa	0	0	0	0	0	0	0	0	0	0
mokoloto	0	0	0	0	0	0	0	0	0	0
tumelo	0	0	0	0	0	0	0	0	0	0
kreek	0	0	0	0	0	0	0	0	0	0
e fofa	0	1	0	0	0	0	0	0	0	0
ho nyoloha	0	0	0	1	0	0	0	0	0	0
ho chesoa	0	0	0	0	0	0	0	1	0	0
creole	0	0	0	0	0	0	0	0	0	0
crescendo	1	0	0	1	0	0	1	0	1	1
pherekano	0	0	0	0	0	0	0	0	0	0
ho kopa	0	0	0	0	0	0	0	0	0	0
basebetsi	0	0	0	0	0	0	0	0	0	1
sefuba	0	0	0	0	0	0	0	0	0	0
krikete	0	0	0	0	0	0	0	0	0	0
tl?lo ea molao	0	1	1	0	0	0	0	0	0	0
senokoane	0	1	1	0	1	1	0	0	0	0
tl?lo ea molao	0	1	1	0	1	1	0	0	0	0
sekoli	0	0	0	0	0	0	0	0	0	0
krimsone	0	0	0	0	0	0	0	0	0	0
ho koala	0	1	0	0	1	1	0	1	0	0
ea holofetseng	0	1	0	0	0	1	0	1	0	0
holofetseng	0	1	0	0	0	0	0	1	0	0
tlokotsi	0	1	0	0	0	0	0	0	0	0
e hlabang	0	1	0	0	0	0	0	0	0	1
mohlala	0	0	0	0	0	0	0	0	0	0
mohlahlobisisi	0	1	0	0	0	0	0	0	0	0
ho nyatsa	0	1	1	0	0	0	0	1	0	0
nyatsa	0	1	1	0	1	1	0	1	0	0
hlahisa maikutlo	1	0	0	0	0	0	0	0	0	0
ho nyatsa	0	0	0	0	1	0	0	0	0	0
croak	0	0	0	0	0	0	0	0	0	0
crock	0	0	0	0	0	0	0	0	0	0
crockery	0	0	0	0	0	0	0	0	0	0
koena	0	0	0	0	0	1	0	0	0	0
croft	0	0	0	0	0	0	0	0	0	0
crook	0	1	0	0	0	0	0	0	0	0
lijalo	0	0	0	0	0	0	0	0	0	0
croquet	0	0	0	0	0	0	0	0	0	0
sefapano	0	1	1	0	0	1	0	1	0	0
crossbow	0	0	0	0	0	0	0	0	0	0
o t?etse	0	0	0	0	0	0	0	0	0	0
ho t?ela	0	0	0	0	0	0	0	0	0	0
crotch	0	0	0	0	0	0	0	0	0	0
lieha	0	0	0	0	0	1	0	0	0	0
e omeletsoe	0	0	0	0	0	0	0	0	0	0
ho lla	0	1	0	0	0	1	0	0	0	0
mohlankana	0	0	0	0	0	0	0	0	0	0
lla	0	0	0	0	0	0	0	0	0	0
bongata	0	0	0	0	0	0	0	0	0	0
e tletse	0	0	0	0	0	0	0	0	0	0
moqhaka	0	0	0	0	0	0	0	0	0	0
korona	1	0	0	1	0	0	1	0	1	1
e bohlokoa	1	0	0	0	0	0	0	0	0	1
ho otla	0	1	0	0	0	0	0	0	0	0
sefapano	0	0	0	0	0	0	0	0	0	0
ho pholloa	0	1	1	0	1	1	0	1	0	0
e se nang thuso	0	1	0	0	1	0	0	0	0	0
sehl?h?	0	1	1	0	1	1	0	1	0	0
ka sehl?h?	0	1	1	0	0	1	0	0	0	0
sehl?h?	0	1	1	0	1	1	0	1	0	0
sekepe	0	0	0	0	0	0	0	0	0	0
motlakase	0	0	0	0	0	0	0	0	0	0
crumb	0	0	0	0	0	0	0	0	0	0
ho robala	0	1	0	0	0	0	0	1	0	0
crunch	0	1	1	0	0	0	0	0	0	0
keresemese	0	1	1	0	0	1	0	0	0	0
e sithabetse	0	0	0	0	0	0	0	0	0	0
e sithabetseng	0	1	1	0	1	1	0	1	0	0
ho senya	0	1	1	0	1	1	0	0	0	0
mokokotlo	0	0	0	0	0	0	0	0	0	0
ho khabisa	0	1	0	0	1	0	0	0	0	0
hook	0	0	0	0	0	0	0	0	0	0
crux	0	0	0	0	0	0	0	0	0	0
ho lla	0	1	0	0	0	0	0	1	0	0
ho lla	0	1	0	0	0	0	0	1	0	0
crypt	0	1	0	0	0	1	0	1	0	0
kherehloa	0	0	0	0	0	0	0	0	0	0
ho ngola lit?oant?o	0	0	0	0	0	0	0	0	0	0
kristale	1	0	0	0	0	0	0	0	0	0
kristalline	0	0	0	0	0	0	0	0	0	0
crystallization	0	0	0	0	0	0	0	0	0	0
konyana	0	0	0	0	0	0	0	0	0	0
cube	0	0	0	0	0	0	0	0	0	1
cubicle	0	0	0	0	0	0	0	0	0	0
cuckold	0	1	0	0	1	0	0	0	0	0
cuckoo	0	1	0	0	0	0	0	0	0	0
ho kopa	1	0	0	0	0	0	1	0	0	1
cue	0	0	0	1	0	0	0	0	0	0
khafu	0	0	0	0	0	0	0	0	0	0
kitchen	0	0	0	0	0	0	0	0	0	0
ho hlahisa lijo	1	0	0	0	0	0	0	0	0	1
khale	0	1	0	0	0	0	0	0	0	0
qetellong	0	0	0	0	0	0	0	0	0	0
qetellong	1	0	0	0	0	0	0	0	0	0
tl?lo ea molao	0	1	0	0	0	0	0	0	0	0
e le molato	0	1	0	0	0	0	0	0	0	0
litlokotsi	0	1	0	0	0	0	0	0	0	0
kereke	0	1	0	0	0	1	0	0	0	0
hlaolela	1	0	0	1	0	0	0	0	0	1
ho lengoa	1	0	0	0	0	0	0	0	0	0
ho lema	1	0	0	0	0	0	0	0	0	0
setso	1	0	0	0	0	0	0	0	0	0
culvert	0	0	0	0	0	0	0	0	0	0
e thata	0	1	0	0	0	0	0	1	0	0
cumulus	0	0	0	0	0	0	0	0	0	0
bolotsana	1	1	0	0	0	0	0	0	0	0
senoelo	0	0	0	0	0	0	0	0	0	0
lebokose	0	0	0	0	0	0	0	0	0	0
khapping	0	1	0	0	1	1	0	1	0	0
khutso	0	1	1	0	1	1	0	0	0	0
phekolo	1	0	0	0	0	0	0	0	0	1
khaba	0	0	0	0	0	0	0	0	0	0
ho folisa	0	0	0	0	0	0	0	0	0	0
mohlokomeli	0	0	0	0	0	0	0	0	0	0
ho khaola	0	0	0	0	0	0	0	0	0	0
khaotsa	0	0	0	0	0	0	0	0	0	0
nako ea ho fihla lapeng	0	0	0	0	0	0	0	0	0	0
thahasello	1	0	0	1	0	0	0	0	1	0
sekonopo	1	0	0	0	0	0	0	0	0	0
ho otloloha	0	0	0	0	0	0	0	0	0	0
chelete	0	0	0	0	0	0	0	0	0	0
hona joale	0	0	0	0	0	0	0	0	0	0
thuto	0	0	0	0	0	0	0	0	0	0
curry	0	0	0	0	0	0	0	0	0	0
thohako	0	1	1	0	1	1	0	1	0	0
e rohakiloe	0	1	1	0	0	1	0	1	0	0
ho rohaka	0	1	1	0	1	0	0	0	0	0
curseory	0	1	0	0	0	0	0	0	0	0
khaola	0	0	0	0	0	0	0	0	0	0
khaotsa	0	0	0	0	0	0	0	0	0	0
ho fokotsa	0	0	0	0	0	0	0	0	0	0
lesira	0	0	0	0	0	0	0	0	0	0
ho phunyeha	0	0	0	0	0	0	0	0	0	0
sekhahla	0	0	0	0	0	0	0	0	0	0
e khabisitsoeng	0	0	0	0	0	0	0	0	0	0
curvilinear	0	0	0	0	0	0	0	0	0	0
mokokotlo	1	0	0	0	0	0	0	0	0	0
cusp	0	0	0	0	0	0	0	0	0	0
ho tsekisitsoe	0	0	1	0	0	0	0	0	0	0
mohlokomeli	0	0	0	0	0	0	0	0	0	1
litlamong	0	0	0	0	0	0	0	0	0	1
tloaelo	0	0	0	0	0	0	0	0	0	0
tloaelo	0	0	0	0	0	0	0	0	0	0
bareki	1	0	0	0	0	0	0	0	0	0
khaola	0	0	0	0	0	0	0	0	0	0
ho fokotseha	0	0	0	0	0	0	0	0	0	0
e ntle	1	0	0	0	0	0	0	0	0	0
cuticle	0	0	0	0	0	0	0	0	0	0
ho khaola	0	0	0	0	0	0	0	0	0	0
khaola	0	1	0	0	0	1	0	0	0	0
li-cutters	1	0	0	0	0	0	0	0	0	0
khaola	0	1	1	0	0	1	0	0	0	0
ho khaola	0	1	1	0	1	1	0	1	0	0
cuttings	0	0	0	0	0	0	0	0	0	0
cwt	0	0	0	0	0	0	0	0	0	0
cyanide	0	1	0	0	0	1	0	0	0	0
potoloho	0	0	0	0	0	0	0	0	0	0
mokoloko	0	0	0	0	0	0	0	0	0	0
motlakase	0	0	0	0	0	0	0	0	0	0
leholiotsoana	0	1	0	0	0	1	0	0	1	0
cylinder	0	0	0	0	0	0	0	0	0	0
cylindrical	0	0	0	0	0	0	0	0	0	0
cymbala	0	0	0	0	0	0	0	0	0	0
cynic	0	0	0	0	0	0	0	0	0	0
cyst	0	1	0	0	0	1	0	1	0	0
cystic	0	0	0	0	1	0	0	0	0	0
cytomegalovirus	0	1	0	0	0	0	0	1	0	0
cytoplasm	0	0	0	0	0	0	0	0	0	0
morena	0	0	0	0	0	0	0	0	0	0
dab	0	0	0	0	0	0	0	0	0	0
dabble	0	0	0	0	0	0	0	0	0	0
ho qabana	0	1	1	0	1	0	0	0	0	0
ntate	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
daemon	0	1	1	0	1	1	0	1	1	0
daft	0	1	0	0	1	0	0	0	0	0
sekoti	0	1	0	0	0	1	0	0	0	0
letsatsi le letsatsi	0	0	0	1	0	0	0	0	0	0
e tsitsitseng	0	0	0	0	0	0	0	0	0	0
lebese	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
dale	0	0	0	0	0	0	0	0	0	0
letamo	0	0	0	0	0	0	0	0	0	0
t?enyo	0	1	1	0	1	0	0	1	0	0
kotsi	0	1	0	0	0	0	0	1	0	0
Dame	1	0	1	0	1	0	0	0	0	1
Yerrrrrrr	0	1	1	0	1	0	0	0	0	0
damnation	0	1	1	0	0	1	0	1	0	0
e senyehile	0	1	0	0	0	0	0	0	0	0
e mongobo	0	0	0	0	0	0	0	0	0	0
e fokotsehile	0	0	0	0	0	0	0	0	0	0
mocheso	0	1	0	0	0	0	0	0	0	0
ngoananyana	0	0	0	0	0	0	0	0	0	0
tant?i	1	0	0	0	0	0	1	0	0	1
dancer	0	0	0	0	0	0	0	0	0	0
ho kheloha	0	1	0	0	0	0	0	0	0	0
dandy	0	1	0	0	1	0	0	0	0	0
Kotsi	0	1	0	0	0	1	0	1	0	0
kotsi	0	1	0	0	0	1	0	0	0	0
ho teteka	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	1	0	0	0	0	0
dapper	0	0	0	0	0	0	0	0	0	0
itete	0	0	0	1	0	0	0	0	0	1
ho ba sebete	1	0	0	0	0	0	0	0	0	0
lefifi	0	0	0	0	0	0	0	1	0	0
ho fifala	0	1	0	0	0	1	0	1	0	0
lefifi	0	1	0	0	0	1	0	1	0	0
lefifi	0	0	0	0	0	0	0	0	0	0
lefifi	0	1	1	0	0	1	0	1	0	0
moratuoa	1	0	0	0	0	0	1	0	0	1
khaola	0	0	0	0	0	0	0	0	0	0
dart	0	0	0	0	0	1	0	0	0	0
dash	0	0	0	0	0	0	0	0	0	0
dashboard	0	0	0	0	0	0	0	0	0	0
e qalile	0	1	1	0	0	1	0	1	0	0
ho lahla	1	0	0	0	0	0	0	0	0	0
ho senya	0	1	1	0	1	1	0	0	0	0
data	0	0	0	0	0	0	0	0	0	0
database	0	0	0	0	0	0	0	0	0	0
letsatsi	0	0	0	0	0	0	0	0	0	0
morali	1	0	0	0	0	0	1	0	0	0
mafube	1	0	0	1	0	0	1	0	1	1
letsatsi	0	0	0	0	0	0	0	0	0	0
hoseng	0	0	0	0	0	0	0	0	0	0
ho lla	0	0	0	0	0	0	0	0	0	0
khale	0	0	0	0	0	0	0	0	0	0
e tsoetseng pele	0	1	0	0	0	0	0	0	0	0
e phatsimang	0	0	0	0	0	0	0	0	0	0
modikoni	0	0	0	0	0	0	0	0	0	1
thibela	0	1	0	0	0	0	0	0	0	0
thiba	0	1	0	0	0	0	0	0	0	0
e bolaeang	0	1	1	0	1	1	0	1	0	0
litsebe	0	1	0	0	0	0	0	0	0	0
ho utloahala	0	0	0	0	0	0	0	0	0	0
ho se utloe	0	0	0	0	0	0	0	0	0	0
sebetsana	1	0	0	1	0	0	1	0	1	1
morekisi	0	0	0	0	0	0	0	0	0	0
ho sebetsa	0	0	0	0	0	0	0	0	0	0
lit?ebelisano	0	0	0	0	0	0	0	0	0	1
ho joalo	0	0	0	0	0	0	0	0	0	0
rata	1	0	0	0	0	0	0	0	0	0
leshano	0	0	0	0	0	0	0	0	0	0
lefu	0	1	1	1	1	1	0	1	1	0
ho kheloha	0	1	0	0	0	1	0	1	0	0
ho khoneha	0	0	0	0	0	0	0	0	0	0
phehisano	1	0	0	0	0	0	0	0	0	0
ho itlosa bolutu	0	1	0	0	1	1	0	0	0	0
ho hloka chelete	0	0	0	1	0	0	0	0	0	0
debit	0	0	0	0	0	0	0	0	0	0
lit?ila	0	1	0	0	1	0	0	0	0	0
molato	0	1	0	0	0	0	0	1	0	0
ea molato	0	1	0	0	0	0	0	0	0	0
qalong	0	0	0	0	0	0	0	0	0	0
lilemo tse leshome	0	0	0	0	0	0	0	0	0	0
decanter	0	0	0	0	0	0	0	0	0	0
ho bola	0	1	0	0	0	1	0	1	0	0
e senyehile	0	1	0	0	1	0	0	1	0	0
ea shoeleng	0	1	0	0	0	0	0	1	0	0
leshano	0	1	1	0	1	1	0	1	1	0
e thetsang	0	1	0	0	1	0	0	1	0	0
thetsa	0	1	1	0	1	0	0	1	0	0
ba thetsitsoe	0	1	1	0	0	0	0	0	0	0
ho thetsa	0	1	0	0	0	0	0	0	0	1
boitlhompho	1	0	0	0	0	0	0	0	0	0
e hlomphehang	1	0	0	0	0	0	0	0	0	0
thetso	0	1	0	0	0	0	0	0	0	0
e thetsang	0	1	0	0	0	0	0	0	0	0
ka qeto ea qeto	0	0	0	0	0	0	0	0	0	0
ho hlaphoheloa	0	0	0	0	0	0	0	0	0	0
decimal	0	0	0	0	0	0	0	0	0	0
hlakola	0	0	0	0	0	0	0	0	0	0
qeto	0	0	0	0	0	0	0	0	0	0
qeto ea bohlokoa	0	0	0	0	0	0	0	0	0	0
mokotlana	0	0	0	0	0	0	0	0	0	0
phatlalatso	0	0	0	0	0	0	0	0	0	0
ho phatlalatsa	1	0	0	0	0	0	0	0	0	0
bolela	0	0	0	0	0	0	0	0	0	0
ho fokotseha	0	1	0	0	0	0	0	0	0	0
fokotseha	0	1	0	0	0	0	0	0	0	0
ho fokotseha	0	1	0	0	0	0	0	0	0	0
ho senya	0	0	0	0	1	0	0	0	0	0
e senyehile	0	0	0	0	0	0	0	1	0	0
ho senyeha	0	1	0	0	1	1	0	1	0	0
khabisa	0	0	0	0	0	0	0	0	0	0
mokhabiso	0	0	0	0	0	0	0	0	0	0
ho khabisoa	0	0	0	0	0	0	0	0	0	0
ho bola	0	0	0	0	0	0	0	0	1	0
fokotseha	0	1	0	0	0	0	0	0	0	0
e fokotsehile	0	0	0	0	0	0	0	0	0	0
ho fokotseha	0	0	0	0	0	0	0	0	0	0
taelo	0	0	0	0	0	0	0	0	0	0
tekanyetso	0	1	0	0	0	0	0	0	0	0
ho fokotseha	0	1	0	0	0	0	0	0	0	0
ho senyeha	0	1	1	0	0	0	0	0	0	0
boinehelo	1	0	0	0	0	0	0	0	0	0
fokotsa	0	0	0	0	0	0	0	0	0	0
khaotsa	0	1	0	0	0	0	0	0	0	0
ho fokotsa	0	0	0	0	0	0	0	0	0	0
ketso	0	0	0	0	0	0	0	0	0	1
tebisa	0	0	0	0	0	0	0	0	0	0
likhama	0	0	0	0	0	0	0	0	0	0
silafatsi	0	1	0	0	1	1	0	0	0	0
ho silafatsa	0	1	1	0	0	0	0	0	0	0
ka ho feletseng	0	1	0	0	1	1	0	1	0	0
ho hl?loa	0	1	0	0	0	0	0	0	0	0
e hl?tsoe	0	1	0	0	0	0	0	1	0	0
sekoli	0	1	1	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	1	0	0	0	0
e fosahetseng	0	1	0	0	1	0	0	0	0	0
sireletsa	1	0	0	0	0	1	0	0	0	0
moqosuoa	0	0	1	0	0	1	0	1	0	0
e sirelelitsoe	1	0	0	0	0	0	0	0	0	1
mosireletsi	1	0	0	0	0	0	0	0	0	1
ho sireletsa	1	0	0	0	0	0	0	0	0	0
sireletsa	1	0	1	1	0	1	0	0	0	0
ho se sireletsehe	0	1	0	0	0	1	0	1	0	0
e sireletsehileng	0	0	0	0	0	0	0	0	0	0
ho it?ireletsa	0	0	0	0	0	0	0	0	0	0
fokola	0	0	0	0	0	0	0	0	0	0
tlhompho	1	0	0	0	0	0	0	0	0	1
sekhetho	0	1	0	0	0	0	0	0	0	0
ho senya	0	0	0	0	0	0	0	0	0	0
ho nyelisa	0	1	1	0	1	1	0	0	0	0
ho nyatsa	0	1	1	0	0	0	0	0	0	0
ho haella	0	1	0	0	0	0	0	0	0	0
phoso	0	1	0	0	0	0	0	0	0	0
hlalosa	0	0	0	0	0	0	0	0	0	0
e hlalositsoeng	0	0	0	0	0	0	0	0	0	0
tlhaloso	0	0	0	0	0	0	0	0	0	0
e tiileng	1	0	0	0	0	0	0	0	0	1
deflate	0	1	1	0	0	0	0	1	0	0
deflation	0	1	0	0	0	1	0	0	0	0
senya	0	0	0	0	0	0	0	0	0	0
ho senya	0	0	0	0	0	0	0	0	0	0
ho senya	0	0	0	0	0	0	0	0	0	0
ho fokola	0	1	0	0	1	0	0	0	0	0
ba holofetseng	0	1	0	0	1	0	0	1	0	0
ho fokola	0	1	0	0	1	1	0	1	0	0
ho qhekella	0	1	1	0	1	0	0	0	0	0
e nyelisa	0	0	0	0	0	0	0	0	0	0
ho theoha	0	0	0	0	0	0	0	0	0	0
e hlokang thuso	0	1	0	0	0	0	0	1	0	0
ho nyefola	0	1	1	0	0	1	0	1	1	0
ho fokola	0	1	1	0	1	0	0	1	0	0
fokotseha	0	1	0	0	0	0	0	0	0	0
ho fokola	0	0	0	0	0	0	0	0	0	0
ho silafala	0	1	0	0	0	0	0	0	0	0
nyenyefatsa	0	1	0	0	1	0	0	0	0	0
ho nyenyefatsa	0	1	0	0	1	1	0	1	0	0
tekanyo	1	0	0	0	0	0	0	0	0	0
e silafalitsoe	0	0	0	0	0	0	0	0	0	0
lieha	0	1	1	0	1	1	0	1	0	0
lieha	0	1	0	0	0	0	0	0	0	0
e ikhethang	1	0	0	0	0	0	0	0	0	0
moemeli	1	0	0	0	0	0	0	0	0	1
baemeli	0	0	0	0	0	0	0	0	0	0
ho sa tsotellehe	0	1	1	0	1	1	0	0	0	0
ho tlosoa	0	1	0	0	0	0	0	0	0	0
ka boomo	1	0	0	0	0	0	0	0	0	0
ho itlhahloba	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
monate	0	0	0	0	0	0	0	0	0	0
e monate	1	0	0	0	0	0	1	0	0	0
thabo	1	0	0	1	0	0	1	0	0	0
Nyakalletse	1	0	0	1	0	0	1	0	1	0
e thabisang	1	0	0	1	0	0	1	0	0	1
delineate	0	0	0	0	0	0	0	0	0	0
delineation	0	0	0	0	0	0	0	0	0	0
tl?lo ea molao	0	1	0	0	0	0	0	0	0	0
tl?lo ea molao	0	1	1	0	1	0	0	0	0	0
e thabisang	0	1	0	0	0	0	0	1	0	0
delirium	0	1	0	0	1	0	0	1	0	0
ho lopolloa	1	0	0	1	0	0	1	0	0	1
ho romela	1	0	0	1	0	0	0	0	0	0
dell	0	0	0	0	0	0	0	0	0	0
delta	0	0	0	0	0	0	0	0	0	0
moroallo	0	1	0	0	0	1	0	1	1	0
leshano	0	1	1	0	0	1	0	1	0	0
ho thetsa	0	1	1	0	0	1	0	0	0	0
ela hloko	0	0	0	0	0	0	0	0	0	0
tlhokahalo	0	1	1	0	0	0	0	0	0	0
e hlokang	0	1	0	0	0	0	0	0	0	0
boit soaro	0	0	0	0	0	0	0	0	0	0
e koetsoe	0	1	0	0	0	1	0	0	0	0
'dementia'	0	1	0	0	0	1	0	1	0	0
shoa	0	1	0	0	0	1	0	1	0	0
demokrasi	1	0	0	0	0	0	0	0	0	0
demokrasi	0	0	0	0	0	0	0	0	0	0
felisa	0	1	1	0	0	0	0	1	0	0
ho timetsoa	0	1	0	0	0	0	0	0	0	0
bademona	0	1	1	0	1	1	0	1	0	0
bademona	0	1	1	0	1	1	0	1	0	0
e hlahelletseng	1	0	0	0	0	0	0	0	0	0
bonts'a maikutlo	0	0	0	0	0	0	0	0	0	0
e bont?itsoe	0	0	0	0	0	0	0	0	0	0
ho bont?a	0	0	0	0	0	0	0	0	0	0
pont?o	0	0	0	0	0	0	0	0	0	0
e bont?ang pont?o	1	0	0	0	0	0	1	1	0	0
mohlala oa pont?o	0	0	0	0	0	0	0	0	0	0
ho senyeha	0	1	0	0	0	1	0	1	0	0
demos	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ho hana	0	1	0	0	0	0	0	0	0	0
e hanne	0	1	0	0	0	0	0	1	0	0
bolumeli	0	0	0	0	0	0	0	0	0	0
a bolumeli	0	0	0	0	0	0	0	0	0	0
moemeli	0	0	0	0	0	0	0	0	0	0
bolela	0	0	0	0	0	0	0	0	0	0
nyatsa	0	1	1	0	1	0	0	0	0	0
e boima	0	0	0	0	0	0	0	0	0	0
bongata ba tsona	0	0	0	0	0	0	0	0	0	0
teba	0	0	0	0	0	0	0	0	0	0
mafu a meno	0	0	0	0	0	1	0	0	0	0
nyatso	0	1	1	0	1	1	0	0	0	0
hana	0	1	1	0	0	0	0	0	0	0
ho latola	0	1	0	1	0	0	0	0	0	0
tse nyonyehang	0	0	0	0	0	0	0	0	0	0
tloha	0	0	0	1	0	0	0	1	0	0
o ile a tsamaea	0	1	0	0	0	0	0	1	0	0
lefapha	0	0	0	0	0	0	0	0	0	0
ho tloha	0	1	0	0	0	0	0	1	0	0
it?etlehile	0	0	0	1	0	0	0	0	0	1
ea it?etlehileng ka eona	0	0	0	0	0	0	0	0	0	0
ho it?etleha	0	1	0	0	0	1	0	1	0	0
ho it?etleha	0	1	0	0	0	0	0	0	0	0
ea it?etlehileng ka eona	1	1	0	0	0	0	0	0	0	1
e bont?a	0	0	0	0	0	0	0	0	0	0
e bont?ang	0	0	0	0	0	0	0	0	0	0
ho senyeha	0	0	0	0	0	0	0	0	0	0
e utloisang bohloko	0	1	1	0	1	1	0	1	0	0
nyenyefatsa	0	1	1	0	1	0	0	1	0	0
nt?a	0	0	0	0	0	0	0	0	0	0
ho leleka	0	1	0	0	0	1	0	1	0	0
ho lelekoa naheng	0	1	1	0	0	1	0	1	0	0
ho kenya	0	0	0	0	0	0	0	0	0	0
ho ipolokela	0	0	0	0	0	0	0	0	0	0
tefiso	0	0	0	0	0	0	0	0	0	0
depository	0	0	0	0	0	0	0	0	0	1
depot	0	0	0	0	0	0	0	0	0	0
e silafetseng	0	1	1	1	1	1	0	1	0	0
boit?oaro bo hlephileng	0	1	1	0	1	0	0	0	0	0
e fokotseha	0	1	1	0	1	0	0	0	0	0
e theohile	0	1	1	0	1	1	0	1	0	0
ho fokotseha	0	1	0	0	0	1	0	0	0	0
tepella maikutlo	0	1	0	0	0	1	0	1	0	0
tepelletseng	0	1	1	0	0	1	0	1	0	0
ho nyahamisa	0	1	0	0	1	0	0	1	0	0
ho tepella maikutlong	0	1	0	0	0	0	0	1	0	0
ho tepella maikutlo	0	1	0	0	0	0	0	1	0	0
ho hloka	0	1	1	0	1	1	0	1	0	0
botebo	1	0	0	0	0	0	0	0	0	1
motsamaisi	0	0	0	0	0	0	0	0	0	1
ho senya	0	0	0	0	0	0	0	0	0	0
ho ferekana	0	1	1	0	1	1	0	0	0	0
ho senyeha	0	1	0	0	0	0	0	0	0	0
ho songoa	0	1	1	0	1	0	0	0	0	0
derivation	0	0	0	0	0	0	0	0	0	0
e nkiloeng	0	0	0	0	0	0	0	0	0	0
e fumanoa	0	0	0	0	0	0	0	0	0	0
letlalo	0	0	0	0	0	0	0	0	0	0
dermatologist	0	0	0	0	0	0	0	0	0	1
dermatology	0	0	0	0	0	0	0	0	0	0
ho nyatsuoa	0	1	1	0	1	1	0	1	0	0
ho nyelisa	0	1	1	0	1	1	0	1	0	0
theoha	0	0	0	0	0	0	0	0	0	0
descendant	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
theoha	0	0	0	0	0	0	0	0	0	0
tsoalo	0	0	0	0	0	1	0	1	0	0
hlalosa	0	0	0	0	0	0	0	0	0	0
tlhaloso	0	0	0	0	0	0	0	0	0	0
e hlalosang	1	0	0	0	0	0	0	0	0	0
ho tsuba	0	1	1	0	1	1	0	1	0	0
lehoatata	0	1	1	0	1	1	0	1	0	0
e lahliloe	0	1	1	0	1	1	0	1	0	0
ho lahla	0	1	0	0	0	0	0	0	0	0
t?oaneloa	1	0	1	1	0	0	0	0	0	1
e t?oaneloa	1	0	0	0	0	0	0	0	0	0
ea t?oanelehang	0	0	0	0	0	0	0	0	0	0
moqapi	0	0	0	0	0	0	0	0	0	0
khetha	0	0	0	0	0	0	0	0	0	0
lebitso	0	0	0	0	0	0	0	0	0	1
e etselitsoeng	0	0	0	0	0	0	0	0	0	0
moqapi	1	0	0	0	0	0	0	0	0	0
ho theha	0	0	0	0	0	0	0	0	0	0
ho lakatsa	0	0	0	0	0	0	0	0	0	0
e lakatsehang	1	0	0	0	0	0	0	0	0	0
